ab-dz,cocktail.Again,rnu 
ab-dz,cocktail.Ingredients,asafar 
ab-dz,cocktail.Ingredients,isufar
ab-dz,cocktail.TellMe,acu-tent
ab-dz,cocktail.TellMe,ini-yi-d 
ab-dz,cocktail.What,dacu-t 
ab-dz,cocktail.What,dacu i yellan 
ab-dz,white-house-adventure.Delete,kkes 
ab-dz,white-house-adventure.Play,urar
ab-dz,white-house-adventure.Play,ddu ar
ab-dz,white-house-adventure.Play,ddu ar
ab-dz,white-house-adventure.Save,sekles
ab-dz,white-house-adventure.Save,sekles urar
ab-dz,white-house-adventure.Save,yettwasekles
ab-dz,white-house-adventure.Zork,zork
ab-dz,white-house-adventure.Zork,tabwaṭ n tibṛatin 
ab-dz,white-house-adventure.Zork,axxam amellal 